Эмитент,Дата начала размещения,Статус,"Состояние бумаги, eng.",Ломбардный список БР,Isin,Код НРД,Гос. рег. номер,"Номер гос. рег., НРД",Наименование,CFI,Страна заемщика,Сектор заемщика,Страна эмиссии,Страна эмитента,Регион эмитента,Сектор эмитента,Эмитент: реестр МСП,Страна риска,"Дюрация, лет","Дюрация модиф., лет",Дата ближ. возм. погаш.,Дата погашения,Дата ближ. оферты,Дата окончания размещения,Дата регистрации,Дата гос. рег-ции/присвоения,Срок обращения,Дата начала 1-го купона,Дата ближ. купона,Дата ближ. объявления неизв. купона,"Доходность эффект., %","Доходность средневзв., %","НКД, в вал. ном.",Z-спред,Номинал,"Цена, %","Объем эмиссии, шт.","Заявл. объем эмиссии, в вал. ном.","Объем в обращении, в вал. ном",Дневной оборот на МБ,Средний дневной оборот за мес.,Объем торгов,Объем торгов за 2 дня,Объем торгов за 5 дней,Объем торгов за 10 дней,Объем торгов за месяц,Кол-во сделок,Кол-во сделок за 2 дня,Кол-во сделок за 5 дней,Кол-во сделок за 10 дней,Кол-во сделок за месяц,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во дней со сделками за месяц,Тип купона,"Ставка купона, %",Кол-во купонов в год,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Субординированность,Гос. гарантия,Индексируемость номинала,Амортизируемость,Конвертация,Вид обеспечения,Старшинство секьюритизации,Закрытая подписка,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Класс эмитента по выручке,Рейтинг агрег. Эксперт РА,Рейтинг эмиссии Эксперт РА,Рейтинг агрег. АКРА,Рейтинг эмиссии АКРА,target,not_isin,cnt_bonds,fininstId,inn,ogrn,Encumbrance
Курская Обл Адм,2017-10-10,В обращении,Placed,1.0,RU000A0ZYCD1,RU000A0ZYCD1,RU35001KUR0,RU35001KUR0,Курская область-35001-об,DBFXFB,RU,Государственные,RU,RU,Курская область,Государственные,,RU,1.3205,1.2113,2025-10-12,2025-10-12,,2017-10-10,2017-09-25,2017-09-25,Долгосрочные,,2023-04-14,,9.0201,9.1854,5.2,0.0,1000.0,98.99,4000000,4000000000.0,585000000.0,13337.0,30678.0,13336.73,21348.67,32008.07,336288.82,582894.83,13.0,26.0,41.0,94.0,189.0,2.0,5.0,10.0,19.0,Постоянный,7.96,4.0,RUB,Муни,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации органов исполнительной власти субъектов Российской Федерации и муниципальных образований,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,G,НЕТ,НЕТ,,,,A+(RU),A+(RU),0,0,1,31808,4629016041,1024600961505,0
ЛАЛ-1520,2020-01-31,В обращении,Placed,1.0,RU000A101D54,RU000A101D54,4B02-02-00443-R-001P,4B02-02-00443-R-001P,ЛАЛ-1520-П01-БО-02,DBVGFB,RU,Фин.сервис - Лизинг,RU,RU,г.Москва,Фин.сервис - Лизинг,,RU,1.7918,,2025-01-24,2030-01-18,2025-01-29,2020-01-31,2019-12-20,2019-12-20,Долгосрочные,,2023-04-28,,,,,0.0,1000.0,,35600000,35600000000.0,24920000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,8.8,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Поручительство,416,0,C,НЕТ,НЕТ,Крупный,,,AA-(RU),AA-(RU),0,0,1,23419,7714435063,1187746938213,1
ЛКМБ-РТ,2021-12-23,В обращении,Placed,0.0,RU000A104B61,RU000A104B61,4B02-01-00065-L-001P,4B02-01-00065-L-001P,ЛКМБ-РТ-001Р-01,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,Республика Татарстан,Фин.сервис - Лизинг,,RU,1.589,,2024-12-19,2024-12-19,,2021-12-23,2021-12-16,2021-12-16,Краткосрочные,,2023-03-23,,54.8325,,,0.0,1000.0,,100000,100000000.0,100000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,12.5,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Малый,,,,,0,0,1,31359,1655099271,1051622136642,0
Лайм-Займ МФК,2022-10-13,В обращении,Placed,0.0,RU000A105AJ4,RU000A105AJ4,4B02-01-00533-R-001P,4B02-01-00533-R-001P,Лайм-Займ МФК-001Р-01,DBFUFB,RU,Финанс.сервисы,RU,RU,Новосибирская область,Финанс.сервисы,,RU,1.4849,1.2491,2025-09-27,2025-09-27,,2022-12-19,2022-10-10,2022-10-10,Краткосрочные,,2023-03-13,,18.8795,18.8947,13.7,0.0,1000.0,103.87,500000,500000000.0,500000000.0,2068764.0,1923274.0,2068763.7,4597105.7,12223180.1,18514892.8,36542221.2,77.0,158.0,421.0,756.0,1894.0,2.0,5.0,10.0,19.0,Постоянный,20.0,12.0,RUB,Корп,Биржевые,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,1,M,ДА,НЕТ,Малый,ruBB-,,,,0,0,2,21640,7724889891,1137746831606,1
ЛайфСтрим,2021-02-09,В обращении,Placed,0.0,RU000A102QX8,RU000A102QX8,4B02-01-00573-R-001P,4B02-01-00573-R-001P,ЛайфСтрим-БО-П01,DBFUFB,RU,Телекоммуникации,RU,RU,г.Москва,Телекоммуникации,,RU,0.8849,0.7801,2024-02-06,2024-02-06,,2021-02-09,2020-12-23,2020-12-23,Краткосрочные,,2023-05-10,,13.4355,14.2233,7.67,0.0,1000.0,97.59,300000,300000000.0,300000000.0,1662346.0,247305.0,1662345.5,1827316.3,2819118.5,3334393.0,4698799.6,133.0,160.0,260.0,377.0,633.0,2.0,5.0,10.0,19.0,Постоянный,10.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,ДА,Средний,'ruBBB,,,,0,0,1,18079,7710918800,1127746635170,0
Ламбумиз,2019-07-17,В обращении,Placed,0.0,RU000A100LE3,RU000A100LE3,4B02-01-09188-H-001P,4B02-01-09188-H-001P,Ламбумиз-БО-П01,DBVUFB,RU,Прочие,RU,RU,г.Москва,Прочие,Среднее предприятие,RU,1.0493,0.9502,2021-07-06,2024-06-20,,2019-07-22,2019-07-09,2019-07-09,Среднесрочные,,2023-03-28,,11.8601,11.8601,20.82,0.0,10000.0,99.24,12000,120000000.0,120000000.0,818121.0,214428.0,9818.0,827939.0,2699373.0,2927994.0,4074133.0,1.0,17.0,92.0,110.0,171.0,2.0,5.0,10.0,19.0,Переменный,9.5,12.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,ДА,Средний,,,,,0,0,1,27075,7729038566,1027700146605,1
Левенгук,2017-12-04,В обращении,Placed,0.0,RU000A0ZYHW0,RU000A0ZYHW0,4B02-01-04329-D,4B02-01-04329-D,Левенгук-1-боб,DBVUFB,RU,Машиностроение,RU,RU,г.Санкт-Петербург,Машиностроение,Малое предприятие,RU,0.9288,0.8173,2024-02-26,2027-11-22,2024-02-29,2018-02-13,2017-11-23,2017-11-23,Долгосрочные,,2023-05-29,,13.6427,13.6671,2.85,0.0,1000.0,100.0,100000,100000000.0,100000000.0,202957.0,238469.0,202956.8,222949.4,611900.3,2950655.1,4530913.2,21.0,25.0,88.0,364.0,578.0,2.0,5.0,10.0,19.0,Переменный,13.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,,,,,0,0,1,29111,7839462305,1127847271177,0
Легенда,2021-04-06,В обращении,Placed,0.0,RU000A102Y66,RU000A102Y66,4B02-04-00368-R-001P,4B02-04-00368-R-001P,Легенда-001Р-04-боб,DBFUFB,RU,Строительство,RU,RU,г.Санкт-Петербург,Строительство,Малое предприятие,RU,1.4466,1.2362,2025-04-08,2025-04-08,,2021-04-06,2021-03-30,2021-03-30,Среднесрочные,,2023-04-11,,17.0202,17.1159,15.27,0.0,1000.0,91.68,4000000,4000000000.0,4000000000.0,904747.0,2763290.0,904746.8,5833379.1,14963303.3,28918210.6,52502521.8,127.0,294.0,864.0,1774.0,3841.0,2.0,5.0,10.0,19.0,Постоянный,9.95,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,ДА,Крупный,'ruBBB-,'ruBBB-,,,0,0,3,25418,7840438730,1107847309063,1
Лента ООО,2020-06-03,В обращении,Placed,1.0,RU000A101R33,RU000A101R33,4B02-04-36420-R-001P,4B02-04-36420-R-001P,Лента-БО-001Р-04,DBFUFB,RU,Ритейл,RU,RU,г.Санкт-Петербург,Ритейл,,RU,0.2329,0.215,2023-05-31,2023-05-31,,2020-06-03,2020-06-01,2020-06-01,Краткосрочные,,2023-05-31,,8.2977,8.2518,16.74,1.0281,1000.0,99.57,10000000,10000000000.0,10000000000.0,2004580.0,3576670.0,2004579.9,3341773.9,26104704.8,59333556.0,67956730.5,42.0,72.0,160.0,323.0,599.0,2.0,5.0,10.0,19.0,Постоянный,6.3,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,AA-(RU),AA-(RU),0,0,1,27349,7814148471,1037832048605,0
Лизинг-Трейд,2023-01-19,В обращении,Placed,0.0,RU000A105RF6,RU000A105RF6,4B02-06-00506-R-001P,4B02-06-00506-R-001P,Лизинг-Трейд-001Р-06,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,Республика Татарстан,Фин.сервис - Лизинг,,RU,2.9452,2.5524,2027-12-24,2027-12-24,,2023-03-03,2022-09-20,2022-09-20,Среднесрочные,,2023-03-20,,15.3901,15.3359,6.75,0.0,1000.0,100.3,150000,150000000.0,150000000.0,1735610.0,3223916.0,1735610.4,5788426.8,24561269.5,38104221.4,61254410.2,281.0,723.0,2033.0,3359.0,5588.0,2.0,5.0,10.0,19.0,Постоянный,14.5,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,,,BB+(RU),,0,0,5,21715,1655096633,1051622076330,0
ЛизингКомп Дельта,2021-07-05,В обращении,Placed,0.0,RU000A103CD8,RU000A103CD8,4B02-01-00556-R-001P,4B02-01-00556-R-001P,Дельта ЛК-001Р-01,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,Красноярский край,Фин.сервис - Лизинг,,RU,0.8904,0.7695,2024-07-01,2024-07-01,,2021-07-05,2021-06-30,2021-06-30,Краткосрочные,,2023-04-03,,15.7178,15.6118,18.41,0.0,1000.0,96.22,370000,370000000.0,370000000.0,1222090.0,603739.0,1222089.7,1478071.0,2713710.0,6267929.4,11471052.2,44.0,83.0,222.0,531.0,1115.0,2.0,5.0,10.0,19.0,Постоянный,10.5,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,'ruBBB,,,,0,0,1,31358,2463057784,1022402143026,1
Литана,2021-05-05,В обращении,Placed,0.0,RU000A1032S5,RU000A1032S5,4B02-01-00028-L-001P,4B02-01-00028-L-001P,ЛИТАНА-001P-01,DBFUFB,RU,Строительство,RU,RU,Калининградская область,Строительство,Среднее предприятие,RU,1.0767,0.9107,2024-05-01,2024-05-01,,2021-05-06,2021-04-22,2021-04-22,Краткосрочные,,2023-05-03,,18.2321,18.7102,12.11,0.0,1000.0,95.77,300000,300000000.0,300000000.0,1029822.0,1120784.0,1029821.9,1970161.0,6279331.4,9529872.8,21294899.9,209.0,433.0,967.0,1725.0,3887.0,2.0,5.0,10.0,19.0,Постоянный,13.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,ДА,НЕТ,Средний,,,,,0,0,1,16708,3917022667,1053915501936,1
Локосервис финанс СФО,2017-06-20,В обращении,Placed,0.0,RU000A0JXLU2,RU000A0JXLU2,4-01-00314-R,4-01-00314-R,ЛокосервисФинансСФО-1-об,DBFSFB,RU,Машиностроение,RU,RU,г.Москва,Финанс.сервисы,,RU,3.2301,,2027-06-20,2027-06-20,,2017-06-26,2017-02-16,2017-02-16,Долгосрочные,,2023-03-23,,28.7889,,,,1000.0,,9000000,9000000000.0,3279750000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,8.68,4.0,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,Прочие активы,,,НЕТ,НЕТ,1,0,Залог+Поручительство,Старший обеспеченный,0,C,НЕТ,НЕТ,Крупный,,,,,0,0,1,27939,7743167690,1167746751127,0
Ломбард Мастер,2020-06-11,Дефолт,Placed,0.0,RU000A101SU2,RU000A101SU2,4CDE-05-36516-R,4CDE-05-36516-R,Ломбард Мастер-КО-05,DBFUFB,RU,Прочие,RU,RU,г.Москва,Прочие,,RU,,,2021-05-13,2022-06-09,,2020-06-17,2020-06-04,2020-06-04,Краткосрочные,,,,,,,0.0,1000.0,,50000,50000000.0,50000000.0,,,,,,,,,,,,,,,,,Постоянный,0.0,4.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,,,,,,1,0,4,29057,7720817127,1147746686152,0
Лэндэр-Инвест,2022-06-01,В обращении,Placed,0.0,RU000A104UG1,RU000A104UG1,4CDE-01-00077-L,4CDE-01-00077-L,Лэндэр-Инвест-КО-01,DBFUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,,RU,,,2024-05-21,2024-05-21,,2022-08-19,2022-05-26,2022-05-26,Краткосрочные,,2023-03-28,,,,,,1000.0,,100000,100000000.0,100000000.0,,,,,,,,,,,,,,,,,Постоянный,20.0,12.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Микро,,,,,0,0,1,14158,9718134092,1197746236610,0
МАЛАХИТ,2015-07-27,Дефолт,Placed,0.0,RU000A0JVN80,RU000A0JVN80,4B02-01-56258-D,4B02-01-56258-D,МАЛАХИТ-1-боб,DBVUFB,RU,Недвижимость,RU,RU,Республика Татарстан,Недвижимость,,RU,0.3808,,2018-07-23,2025-07-14,,2015-07-27,2015-07-10,2015-07-10,Долгосрочные,,,,,,,,1000.0,,500000,500000000.0,500000000.0,,,,,,,,,,,,,,,,,Переменный,0.0,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,,,,,,1,0,1,23600,1655050533,1021602841281,0
МАМЫК-АЛТЫН,2009-07-23,Дефолт,,,,,4-01-28038-R,,МАМЫК-АЛТЫН-1-об,,RU,,RU,RU,Республика Татарстан,,,RU,,,2034-07-23,2034-07-23,,2009-07-23,2009-07-21,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,1,1,1,30941,1644055642,1091644001866,0
МВ Финанс,2022-07-26,В обращении,Placed,0.0,RU000A104ZK2,RU000A104ZK2,4B02-03-00590-R-001P,4B02-03-00590-R-001P,МВ Финанс-001Р-03,DBFGFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,,RU,2.0712,1.8437,2025-07-22,2025-07-22,,2022-07-26,2021-10-14,2021-10-14,Краткосрочные,,2023-04-25,,12.3409,12.4044,14.21,0.0,1000.0,101.1,5000000,5000000000.0,5000000000.0,11701622.0,12606848.0,11701621.6,24017366.7,74621672.0,129330871.7,239530119.8,738.0,1750.0,3908.0,8106.0,16224.0,2.0,5.0,10.0,19.0,Постоянный,12.35,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Поручительство,416,0,C,НЕТ,НЕТ,Крупный,,,A+(RU),A+(RU),0,0,3,16795,9701168311,1207700495749,0
МВС ГРУП,2021-08-27,В обращении,Placed,0.0,RU000A103LM0,RU000A103LM0,4CDE-01-00038-L,4CDE-01-00038-L,МВС ГРУП-01,DBFUFB,RU,Технологии,RU,RU,Московская область,Технологии,,RU,,,2026-07-31,2026-07-31,,2021-08-27,2021-07-27,2021-07-27,Среднесрочные,,2023-05-15,,,,,,1000.0,,1000000,1000000000.0,1000000000.0,,,,,,,,,,,,,,,,,Постоянный,8.0,4.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Средний,,,,,0,0,1,15719,7714324317,1147748133224,0
МГКЛ,2022-12-27,В обращении,Placed,0.0,RU000A105PJ2,RU000A105PJ2,4B02-02-11915-A-001P,4B02-02-11915-A-001P,МГКЛ-001P-02,DBFUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,Малое предприятие,RU,3.063,,2027-06-22,2027-06-22,,2022-12-27,2022-12-21,2022-12-21,Среднесрочные,,2023-03-28,,17.5427,,,0.0,1000.0,,150000,150000000.0,150000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,16.5,4.0,RUB,Корп,Биржевые,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Малый,ruB+,,,,0,0,4,32523,7707600245,5067746475770,0
МКПАО ОК РУСАЛ,2022-12-28,В обращении,Placed,0.0,RU000A105Q06,RU000A105Q06,4B02-03-16677-A-001P,4B02-03-16677-A-001P,ОК РУСАЛ-БО-001Р-03,DBVUFB,RU,Металлургический,RU,RU,Калининградская область,Металлургический,,RU,2.6521,,2025-12-24,2025-12-24,,2022-12-28,2022-12-20,2022-12-20,Краткосрочные,,2023-03-29,2025-09-17 00:00:00,26.0254,,,0.0,1000.0,,3000000,3000000000.0,3000000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,3.85,4.0,CNY,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих нерезидентов,,,,НЕТ,НЕТ,0,0,Оферта,416,0,C,НЕТ,НЕТ,Крупный,,,A+(RU),A+(RU),0,0,9,27539,3906394938,1203900011974,1
ММК,2022-11-24,В обращении,Placed,1.0,RU000A105H64,RU000A105H64,4-21-00078-A,4-21-00078-A,ММК-ЗО-2024,DBFUFB,RU,Металлургический,RU,RU,Челябинская область,Металлургический,,RU,1.2164,1.1755,2024-06-13,2024-06-13,,2022-12-08,2022-11-21,2022-11-21,Краткосрочные,,2023-06-13,,4.924,4.895,770.438432,0.0,1000.0,99.4,500000,500000000.0,307636000.0,31819.0,5599949.0,2401466.62,3449232.86,12183112.71,19082970.64,106399038.66,10.0,18.0,74.0,127.0,378.0,2.0,5.0,10.0,19.0,Постоянный,4.375,2.0,USD,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,Замещающие,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,AA+(RU),AA+(RU),0,0,1,21154,7414003633,1027402166835,1
ММЦБ,2022-08-02,В обращении,Placed,0.0,RU000A105054,RU000A105054,4B02-02-85932-H-001P,4B02-02-85932-H-001P,ММЦБ-БО-П01-02,DBFUFB,RU,"Медицина, здоровье",RU,RU,г.Москва,"Медицина, здоровье",Малое предприятие,RU,1.7178,1.5416,2026-01-27,2027-01-26,2025-01-28,2022-08-02,2022-07-26,2022-07-26,Среднесрочные,,2023-08-01,,11.4316,11.4194,13.42,0.0,1000.0,104.78,200000,200000000.0,200000000.0,586875.0,267639.0,586875.3,672611.8,1622933.7,2303122.8,5085149.0,31.0,58.0,164.0,317.0,679.0,2.0,5.0,10.0,19.0,Постоянный,14.0,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,ДА,Малый,,,BB+(RU),,0,0,2,24137,7736317497,1187746787810,0
МОЭК,2022-12-22,В обращении,Placed,1.0,RU000A105NK5,RU000A105NK5,4B02-05-55039-E-001P,4B02-05-55039-E-001P,МОЭК-001Р-05,DBVUFB,RU,Электроэнергетика,RU,RU,г.Москва,Электроэнергетика,,RU,2.4767,2.2707,2025-12-18,2028-12-14,2025-12-23,2022-12-22,2022-12-16,2022-12-16,Среднесрочные,,2023-06-22,,9.074,9.2586,19.11,0.0,1000.0,101.0,5000000,5000000000.0,5000000000.0,103584.0,1274297.0,103584.5,18906782.0,19199587.0,19400595.7,24211654.1,3.0,9.0,21.0,32.0,72.0,2.0,5.0,10.0,18.0,Переменный,9.3,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruAA+,,,,0,0,5,26629,7720518494,1047796974092,0
